,Restaurant Name,Country Code,City,Longitude,Latitude,Major Cuisines,Average Cost for two in rupees,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Address
190,Mark's City Grille,216,Columbus,-84.927047,32.555591,American,2075.0,No,No,No,2,4.5,Dark Green,Excellent,345,"7160 moon road, Columbus, GA 31909"
191,B Merrell's,216,Columbus,-84.9436,32.5577,Burger,2075.0,No,No,No,2,3.8,Yellow,Good,149,"7600 Veterans Pkwy, Columbus, GA 31909"
192,Cannon Brewpub,216,Columbus,-84.9936,32.4656,Pizza,2075.0,No,No,No,2,3.9,Yellow,Good,330,"1041 Broadway, Columbus, GA 31901"
193,Fuji Japanese Steak House,216,Columbus,-84.954984,32.5382197,Japanese,3320.0,No,No,No,3,3.9,Yellow,Good,247,"6499 Veterans Pkwy, Columbus, GA 31909"
194,Ruth Ann's Family Restaurant,216,Columbus,-84.9876,32.4637,Breakfast,830.0,No,No,No,1,3.7,Yellow,Good,123,"941 Veterans Parkway, Columbus, GA 31901"
195,Samurai Japanese Cuisine & Sushi Bar,216,Columbus,-84.9933631,32.4652417,Japanese,3320.0,No,No,No,3,3.6,Yellow,Good,109,"1009 Broadway, Columbus, GA 31901"
196,Wasabi Sushi and Thai,216,Columbus,-84.96661,32.534002,Japanese,3320.0,No,No,No,3,3.7,Yellow,Good,134,"1639 Bradley Park Dr, Columbus, GA 31904"
197,Buckhead Bar and Grill,216,Columbus,-84.95367,32.513154,Seafood,3320.0,No,No,No,3,4.2,Green,Very Good,722,"5010 Armour Rd, Columbus, GA 31904"
198,Burt's Butcher Shoppe and Eatery,216,Columbus,-84.947569,32.504657,Steak,2075.0,No,No,No,2,4.3,Green,Very Good,213,"2932 Warm Springs Rd, Columbus, GA 31909"
199,Chef Lee's Peking Restaurant,216,Columbus,-84.9607,32.5393,Chinese,2075.0,No,No,No,2,4.0,Green,Very Good,335,"6100 Bradley Park Dr, Columbus, GA 31904"
200,Country's Barbecue,216,Columbus,-84.9464,32.4792,BBQ,2075.0,No,No,No,2,4.0,Green,Very Good,353,"3137 Mercury Dr, Columbus, GA 31906"
202,Mellow Mushroom,216,Columbus,-84.9557,32.5321,Pizza,2075.0,No,No,No,2,4.1,Green,Very Good,192,"6100 Veterans Pkwy, Columbus, GA 31909"
203,Meritage,216,Columbus,-84.992093,32.466158,American,3320.0,No,No,No,3,4.1,Green,Very Good,302,"1039 1st Ave, Columbus, GA 31901"
204,Mongo The Mongolian Fire Pit,216,Columbus,-84.938698,32.560905,Asian,830.0,No,No,No,1,4.2,Green,Very Good,355,"7830 - E Veterans Pkwy, Columbus, GA 31909"
205,The Black Cow,216,Columbus,-84.991384,32.468757,American,2075.0,No,No,No,2,4.3,Green,Very Good,287,"115 A 12th St, Columbus, GA 31901"
206,Wood Stone,216,Columbus,-84.963201,32.527217,Italian,3320.0,No,No,No,3,4.0,Green,Very Good,264,"5739 Whitesville Rd, Columbus, GA 31904"
207,Hunter's Pub,216,Columbus,-85.0213,32.7455,American,3320.0,No,No,No,3,4.4,Green,Very Good,235,"11269 GA Hwy 219, Hamilton, GA 31811"
208,Consort Restaurant,37,Consort,-110.7746994,52.0082889,Chinese,2075.0,No,No,No,2,3.0,Orange,Average,6,"4931 50th Street, Consort, AB T0C 1B0"
209,Thatcher's Barbeque and Grill,216,Dalton,-84.9396931,34.5251331,American,2075.0,No,No,No,2,3.7,Yellow,Good,38,"1214 N Wall St, Calhoun, GA 30701"
210,Christian and Jake's Bistro,216,Dalton,-84.926258,34.474635,Desserts,830.0,No,No,No,1,4.4,Green,Very Good,122,"555 Georgia Hwy 53, Calhoun, GA 30701"
211,Dub's High on the Hog,216,Dalton,-84.9523921,34.4972488,BBQ,2075.0,No,No,No,2,4.4,Green,Very Good,207,"349 S Wall St, Calhoun, GA 30701"
212,Sierra's Mexican Restaurant,216,Dalton,-84.767911,34.752476,Mexican,830.0,No,No,No,1,3.9,Yellow,Good,66,"500 S. 3rd Avenue, Chatsworth, GA 30705"
213,Oakwood Cafe,216,Dalton,-84.969393,34.769686,BBQ,830.0,No,No,No,1,4.9,Dark Green,Excellent,249,"201 West Cuyler Street, Dalton, GA 30720"
214,Chili's Grill & Bar,216,Dalton,-85.0039,34.7643,American,2075.0,No,No,No,2,3.8,Yellow,Good,63,"881 College Dr, Dalton, GA 30720"
215,Fuji Japanese Steakhouse,216,Dalton,-84.992342,34.759551,Japanese,3320.0,No,No,No,3,3.8,Yellow,Good,145,"1321 W Walnut Ave, Dalton, GA 30720"
216,Las Palmas,216,Dalton,-84.992924,34.759665,Mexican,830.0,No,No,No,1,3.8,Yellow,Good,83,"1331 W Walnut Ave, Dalton, GA 30720"
217,Tony's Italian Restaurant & Pizza,216,Dalton,-84.999678,34.758645,Italian,2075.0,No,No,No,2,3.7,Yellow,Good,116,"933 Market St, Dalton, GA 30720"
218,Filling Station,216,Dalton,-84.9678,34.7742,American,830.0,No,No,No,1,4.1,Green,Very Good,122,"316 N Hamilton St, Dalton, GA 30720"
219,Five Guys Burgers and Fries,216,Dalton,-84.990925,34.759273,Fast Food,830.0,No,No,No,1,4.1,Green,Very Good,142,"1303 W. Walnut Ave., Dalton, GA 30720"
220,Los Pablos,216,Dalton,-84.9964,34.7604,Mexican,830.0,No,No,No,1,4.1,Green,Very Good,114,"1513 W Walnut Ave Ste 6, Dalton, GA 30720"
221,Kobe Hibachi & Sushi,216,Dalton,-85.2229101,34.9428786,American,2075.0,No,No,No,2,4.6,Dark Green,Excellent,214,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742"
222,Soho Hibachi,216,Dalton,-85.246237,34.9528157,Japanese,830.0,No,No,No,1,4.3,Green,Very Good,116,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742"
223,Thai Garden,216,Dalton,-85.2545,34.9546,Thai,2075.0,No,No,No,2,4.2,Green,Very Good,111,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742"
224,Southern Bliss Bakery,216,Dalton,-85.294955,34.705093,Desserts,830.0,No,No,No,1,3.7,Yellow,Good,25,"300 W Patton St., Lafayette, GA 30728"
225,Bailey's Bar-B-Que,216,Dalton,-85.1321,34.9273,BBQ,830.0,No,No,No,1,4.1,Green,Very Good,128,"5540 Highway 41, Ringgold, GA 30736"
226,Farm To Fork,216,Dalton,-85.130492,34.912109,American,830.0,No,No,No,1,4.3,Green,Very Good,244,"118 Remco Shops Lane, Ringgold, GA 30736"
227,Home Plate Grill,216,Dalton,-85.1079396,34.9151853,American,830.0,No,No,No,1,4.2,Green,Very Good,112,"7807 Nashville St, Ringgold, GA 30736"
228,Pie Slingers Pizzeria,216,Dalton,-85.249727,34.851907,Italian,830.0,No,No,No,1,4.1,Green,Very Good,144,"56A Fieldstone Village Drive, Rock Spring, GA 30739"
229,Olive Tree Cafe,216,Davenport,-90.496986,41.574935,Indian,2075.0,No,No,No,2,4.6,Dark Green,Excellent,166,"2513 53rd Avenue, Bettendorf, IA 52722"
230,"Red Ginger Sushi, Grill & Bar",216,Davenport,-90.522479,41.53845,Sushi,3320.0,No,No,No,3,4.5,Dark Green,Excellent,208,"793 Middle Rd, Bettendorf, IA 52722"
231,Crust Stone Oven Pizza,216,Davenport,-90.4912446,41.5747801,Burger,2075.0,No,No,No,2,3.9,Yellow,Good,136,"2561 E 53rd Ave, Bettendorf, IA 52722"
232,Jimmy's Pancake House,216,Davenport,-90.504176,41.548746,American,830.0,No,No,No,1,4.0,Green,Very Good,85,"2521 - 18th St., Bettendorf, IA 52722"
233,Trattoria Tiramisu,216,Davenport,-90.50709,41.525384,Italian,2075.0,No,No,No,2,4.1,Green,Very Good,117,"1804 State St, Bettendorf, IA 52722"
234,Prairie Grille at SteepleGate Inn,216,Davenport,-90.574088,41.593892,American,2075.0,No,No,No,2,3.4,Orange,Average,53,"100 W 76th St, Davenport, IA 52806"
235,Tantra Asian Bistro,216,Davenport,-90.565837,41.574459,Asian,2075.0,No,No,No,2,4.9,Dark Green,Excellent,474,"589 East 53rd St, Davenport, IA 52807"
236,Chick-fil-A,216,Davenport,-90.5716,41.5604,Fast Food,830.0,No,No,No,1,3.9,Yellow,Good,125,"320 W Kimberly Rd, Davenport, IA 52806"
238,Frick's Tap,216,Davenport,-90.59466452,41.52253634,American,2075.0,No,No,No,2,0.0,White,Not rated,2,"1402 W 3rd Street, IA 52802"
239,Los Agaves,216,Davenport,-90.5154313,41.5709434,Mexican,2075.0,No,No,No,2,0.0,White,Not rated,3,"4882 Utica Ridge Rd, Davenport, IA 52807"
241,China Cafe,216,Davenport,-90.5321,41.5749,Chinese,2075.0,No,No,No,2,4.0,Green,Very Good,112,"3018 E 53rd St, Davenport, IA 52807"
242,Exotic Thai Restaurant,216,Davenport,-90.5432,41.5747,Thai,2075.0,No,No,No,2,4.1,Green,Very Good,256,"2303 E 53rd St, Davenport, IA 52807"
243,Front Street Brewery,216,Davenport,-90.572418,41.520389,American,830.0,No,No,No,1,4.3,Green,Very Good,123,"208 E River Dr, Davenport, IA 52801"
244,Granite City Food & Brewery,216,Davenport,-90.5137,41.5745,American,2075.0,No,No,No,2,4.0,Green,Very Good,199,"5270 Utica Ridge Rd, Davenport, IA 52807"
245,Los Agaves,216,Davenport,-90.5686,41.559,Mexican,2075.0,No,No,No,2,4.1,Green,Very Good,157,"3852 N Brady St, Davenport, IA 52806"
246,Machine Shed Restaurant,216,Davenport,-90.6136,41.5944,American,2075.0,No,No,No,2,4.1,Green,Very Good,100,"7250 Northwest Blvd, Davenport, IA 52806"
247,Osaka,216,Davenport,-90.515175,41.570997,Japanese,3320.0,No,No,No,3,4.2,Green,Very Good,141,"4901 Utica Ridge Rd, Davenport, IA 52807"
248,Texas Roadhouse,216,Davenport,-90.517,41.5747,American,2075.0,No,No,No,2,4.2,Green,Very Good,197,"4005 E 53rd Street, Davenport, IA 52807"
249,Hickory Park,216,Des Moines,-93.610084,42.010254,BBQ,2075.0,No,No,No,2,4.5,Dark Green,Excellent,1025,"1404 S Duff Ave, Ames, IA 50010"
250,The Cafe,216,Des Moines,-93.643094,42.048779,American,2075.0,No,No,No,2,4.9,Dark Green,Excellent,570,"2616 Northridge Pkwy, Ames, IA 50010"
251,Flying Mango,216,Des Moines,-93.677638,41.614965,BBQ,3320.0,No,No,No,3,4.5,Dark Green,Excellent,674,"4345 Hickman Rd, Des Moines, IA 50310"
252,Cool Basil,216,Des Moines,-93.739573,41.600564,Asian,2075.0,No,No,No,2,4.1,Green,Very Good,496,"8801 University Ave, Clive, IA 50325"
253,HuHot Mongolian Grill,216,Des Moines,-93.760027,41.60028,Asian,2075.0,No,No,No,2,4.0,Green,Very Good,411,"4100 University Avenue, West Des Moines, IA 50266"
254,Malo,216,Des Moines,-93.627896,41.583309,Latin American,2075.0,No,No,No,2,3.2,Orange,Average,113,"900 Mulberry Street, Des Moines, IA 50309"
255,Centro,216,Des Moines,-93.6300803,41.5857431,Italian,3320.0,No,No,No,3,4.5,Dark Green,Excellent,1109,"1007 Locust St, Des Moines, IA 50309"
256,Fong's Pizza,216,Des Moines,-93.621631,41.585465,Chinese,2075.0,No,No,No,2,4.6,Dark Green,Excellent,728,"223 4th Street, Des Moines, IA 50309"
257,A Dong Restaurant,216,Des Moines,-93.637401,41.587219,Asian,830.0,No,No,No,1,4.4,Green,Very Good,659,"1511 High Street, Des Moines, IA 50309"
258,Court Avenue Brewing Company,216,Des Moines,-93.620726,41.58536,American,3320.0,No,No,No,3,4.2,Green,Very Good,370,"309 Court Ave, Des Moines, IA 50309"
259,Django,216,Des Moines,-93.629436,41.584027,French,3320.0,No,No,No,3,4.3,Green,Very Good,532,"210 10th Street, Des Moines, IA 50309"
260,Miyabi 9,216,Des Moines,-93.611366,41.590819,Japanese,2075.0,No,No,No,2,4.8,Dark Green,Excellent,860,"512 E Grand Ave, Des Moines, IA 50309"
261,Zombie Burger + Drink Lab,216,Des Moines,-93.61474,41.590106,Burger,830.0,No,No,No,1,4.2,Green,Very Good,943,"300 E. Grand Ave., Des Moines, IA 50309"
263,Tsing Tsao South,216,Des Moines,-93.645245,41.545869,Chinese,830.0,No,No,No,1,4.1,Green,Very Good,218,"4230 Fleur Dr, Des Moines, IA 50321"
264,Bandit Burrito,216,Des Moines,-93.6976773,41.6714654,Breakfast,830.0,No,No,No,1,4.0,Green,Very Good,214,"5340 Merle Hay Road, Johnston, IA 50131"
265,Jethro's BBQ,216,Des Moines,-93.659797,41.603901,American,2075.0,No,No,No,2,4.3,Green,Very Good,699,"3100 Forest Ave, Des Moines, IA 50311"
266,The Machine Shed Restaurant,216,Des Moines,-93.772033,41.615083,American,2075.0,No,No,No,2,3.8,Yellow,Good,308,"11151 Hickman Road, Urbandale, IA 50322"
267,Mi Patria,216,Des Moines,-93.73624,41.594039,Latin American,2075.0,No,No,No,2,4.0,Green,Very Good,157,"1410 22nd St., West Des Moines, IA 50266"
268,Waterfront Seafood Market,216,Des Moines,-93.7441981,41.5991771,Seafood,3320.0,No,No,No,3,4.2,Green,Very Good,530,"2900 University Ave, West Des Moines, IA 50266"
269,The Giggling Goat,14,Dicky Beach,153.137401,-26.783576,Coffee and Tea,581.0,No,No,No,1,3.6,Yellow,Good,29,"14 Beerburrum St, Dicky Beach, QLD"
270,Burnt Toast Cafe,216,Dubuque,-90.667668,42.504759,Breakfast,830.0,No,No,No,1,3.4,Orange,Average,33,"1220 Iowa St, Dubuque, IA 52001"
271,Catfish Charlie's,216,Dubuque,-90.6499328,42.5124724,Seafood,2075.0,No,No,No,2,3.3,Orange,Average,40,"1630 E 16th St, Dubuque, IA 52001"
272,Salsa's Mexican Restaurant,216,Dubuque,-90.6684746,42.5032004,Mexican,830.0,No,No,No,1,3.4,Orange,Average,153,"1091 Main St, Dubuque, IA 52001"
273,Tony Roma's,216,Dubuque,-90.658609,42.496464,American,2075.0,No,No,No,2,3.3,Orange,Average,65,"350 Bell St, Dubuque, IA 52001"
274,Vinny Vanucchi's,216,Dubuque,-90.664029,42.495689,Italian,2075.0,No,No,No,2,3.4,Orange,Average,58,"180 Main Street, Dubuque, IA 52001"
275,Champps Americana,216,Dubuque,-90.715247,42.492018,American,2075.0,No,No,No,2,3.5,Yellow,Good,100,"3100 Dodge St., Dubuque, IA 52003"
276,Fiesta Cancun,216,Dubuque,-90.740213,42.49092,Mexican,830.0,No,No,No,1,3.6,Yellow,Good,156,"2515 NW Arterial, Dubuque, IA 52002"
278,Houlihan's,216,Dubuque,-90.645294,42.516621,American,2075.0,No,No,No,2,3.6,Yellow,Good,117,"1795 Greyhound Park Rd, Dubuque, IA 52001"
279,Ichiban Hibachi Steakhouse & Sushi Bar,216,Dubuque,-90.712084,42.492963,Japanese,3320.0,No,No,No,3,3.7,Yellow,Good,83,"3187 University Ave, Dubuque, IA 52001"
280,Kalmes Breaktime Bar & Grill,216,Dubuque,-90.6646,42.5043,American,2075.0,No,No,No,2,3.6,Yellow,Good,48,"1097 Jackson St, Dubuque, IA 52001"
281,L. May Eatery,216,Dubuque,-90.668164,42.503075,International,3320.0,No,No,No,3,3.8,Yellow,Good,198,"1072 Main St, Dubuque, IA 52001"
282,Los Aztecas,216,Dubuque,-90.7055,42.4916,Mexican,830.0,No,No,No,1,3.5,Yellow,Good,126,"2700 Dodge St, Dubuque, IA 52003"
283,Manna Java World Cafe,216,Dubuque,-90.6677349,42.500191,Breakfast,830.0,No,No,No,1,3.5,Yellow,Good,119,"700 Locust St, Dubuque, IA 52001"
284,Mario's Italian Restaurant,216,Dubuque,-90.6691,42.5048,American,2075.0,No,No,No,2,3.6,Yellow,Good,140,"1298 Main St, Dubuque, IA 52001"
285,Pepper Sprout Incorporated,216,Dubuque,-90.6651,42.4974,American,3320.0,No,No,No,3,3.6,Yellow,Good,159,"378 Main St, Dubuque, IA 52001"
286,Shot Tower Inn,216,Dubuque,-90.6658,42.4963,Italian,2075.0,No,No,No,2,3.6,Yellow,Good,131,"290 Locust St, Dubuque, IA 52001"
287,Sunshine Family Restaurant,216,Dubuque,-90.663686,42.4982789,American,830.0,No,No,No,1,3.5,Yellow,Good,60,"401 Central Ave, Dubuque, IA 52001"
288,Watershed Cafe,216,Dubuque,-90.684882,42.527556,American,2075.0,No,No,No,2,3.7,Yellow,Good,89,"51 W 32nd Street, Dubuque, IA 52001"
290,The Belle General,14,East Ballina,153.593331,-28.862663,Cafe,1660.0,No,No,No,2,4.1,Green,Very Good,56,"12 Shelly Beach Rd, East Ballina, NSW"
291,Jehova es Mi Pastor Tacos y Burritos,216,Fernley,-119.252694,39.607515,Mexican,830.0,No,No,No,1,3.7,Yellow,Good,83,"135 W. Main Street, Fernley, NV 89408"
292,Flaxton Gardens,14,Flaxton,152.8771473,-26.6521332,Tea,2490.0,No,No,No,3,3.5,Yellow,Good,37,"313 Flaxton Drive, Flaxton, QLD"
293,Bespoke Harvest,14,Forrest,143.714315,-38.517292,Cafe,1660.0,No,No,No,2,3.7,Yellow,Good,29,"16 Grant St, Forrest, VIC"
294,Houndstooth Grill & Tavern,216,Gainesville,-83.8461,34.0901,American,2075.0,No,No,No,2,4.4,Green,Very Good,239,"6323 Grand Hickory Dr Ste 200A, Braselton, GA 30517"
295,Hawg Wild BBQ & Catfish House,216,Gainesville,-83.520693,34.61802,BBQ,830.0,No,No,No,1,4.1,Green,Very Good,235,"515 Grant Street, Clarkesville, GA 30523"
296,Bourbon Street Grille,216,Gainesville,-83.985353,34.532973,American,2075.0,No,No,No,2,3.8,Yellow,Good,88,"90 Public Sq N, Dahlonega, GA 30533"
298,Smokin Gold BBQ,216,Gainesville,-83.983939,34.533626,BBQ,830.0,No,No,No,1,3.9,Yellow,Good,133,"59 E Main St, Dahlonega, GA 30533"
299,Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,-83.989317,34.541044,Chinese,830.0,No,No,No,1,4.4,Green,Very Good,267,"617 North Grove Street, Dahlonega, GA 30533"
300,Shenanigan's Irish Pub,216,Gainesville,-83.986119,34.533198,Bar Food,2075.0,No,No,No,2,4.1,Green,Very Good,171,"87 N. Chestatee St., Dahlonega, GA 30533"
301,Fish Tales Lakeside Grille,216,Gainesville,-83.938024,34.183573,Seafood,2075.0,No,No,No,2,3.8,Yellow,Good,107,"6330 Mitchell Street, Flowery Branch, GA 30542"
302,Antebellum,216,Gainesville,-83.926217,34.185707,American,3320.0,No,No,No,3,4.3,Green,Very Good,164,"5510 Church Street, Flowery Branch, GA 30542"
303,Moonie's Texas Barbecue,216,Gainesville,-83.927794,34.180043,BBQ,830.0,No,No,No,1,4.1,Green,Very Good,182,"5545 Atlanta Highway, Flowery Branch, GA 30542"
304,Atlanta Highway Seafood Market,216,Gainesville,-83.838457,34.285102,Sandwich,2075.0,No,No,No,2,4.9,Dark Green,Excellent,681,"227 Atlanta Highway Suite 900, Gainesville, GA 30501"
305,Eat at Thai,216,Gainesville,-83.857993,34.300182,Thai,830.0,No,No,No,1,4.6,Dark Green,Excellent,357,"975 Dawsonville Hwy, Gainesville, GA 30501"
306,Smoke House BBQ and Catering,216,Gainesville,-83.860098,34.222755,BBQ,2075.0,No,No,No,2,3.8,Yellow,Good,89,"3205 Atlanta Hwy, Atlanta Highway, Gainesville, GA, Gainesville, GA 30507"
307,2 Dog,216,Gainesville,-83.824023,34.300567,American,2075.0,No,No,No,2,4.2,Green,Very Good,350,"317 Spring St SE, Gainesville, GA 30501"
308,Longstreet Cafe,216,Gainesville,-83.8272,34.3166,Southern,830.0,No,No,No,1,4.3,Green,Very Good,298,"1043 Riverside Terrace, Gainesville, GA 30501"
309,Re-Cess,216,Gainesville,-83.82686,34.300332,American,2075.0,No,No,No,2,4.2,Green,Very Good,319,"118 Bradford St NE, Gainesville, GA 30501"
310,Bodensee,216,Gainesville,-83.727741,34.701594,German,3320.0,No,No,No,3,3.8,Yellow,Good,114,"64 Munich Strasse, Helen, GA 30545"
311,Hofer's Bakery & Cafe,216,Gainesville,-83.7345,34.7024,German,830.0,No,No,No,1,3.9,Yellow,Good,136,"8758 N Main St, Helen, GA 30545"
312,Troll Tavern,216,Gainesville,-83.7334,34.7021,Burger,2075.0,No,No,No,2,2.2,Red,Poor,108,"8590 N Main St Ste B, Helen, GA 30545"
313,The Nacoochee Village Tavern & Pizzeria,216,Gainesville,-83.713498,34.691208,Italian,830.0,No,No,No,1,4.0,Green,Very Good,161,"7275 S Main St., Helen, GA 30545"
314,Blue Bean Love Cafe,14,Hepburn Springs,144.1387014,-37.3123267,Cafe,1660.0,No,No,No,2,3.8,Yellow,Good,192,"115 Main Rd, Hepburn Springs, Hepburn Springs, VIC"
315,La Trattoria of Lavandula,14,Hepburn Springs,144.110062,-37.275494,Italian,581.0,No,No,No,1,3.8,Yellow,Good,93,"350 Hepburn-Newstead Road, Hepburn Springs, VIC"
316,5 Little Pigs,14,Huskisson,150.6710743,-35.0388698,Breakfast,1660.0,No,No,No,2,4.1,Green,Very Good,40,"64 Owen St, Huskisson, NSW"
317,Beach Box Cafe,14,Inverloch,145.7287133,-38.6347458,Burger,581.0,No,No,No,1,3.7,Yellow,Good,100,"6a Ramsay Blvd, Inverloch, VIC"
318,Funkey Monkey,14,Lakes Entrance,147.9942247,-37.8783865,Breakfast,581.0,No,No,No,1,3.8,Yellow,Good,97,"26 Myer street, Lakes Entrance, VIC"
319,Burger Queen Drive In,216,Lakeview,-120.3458,42.1885,Burger,830.0,No,No,No,1,3.6,Yellow,Good,41,"109 S F St, Lakeview, OR 97630"
320,Blue Orchid Thai Restaurant,216,Lincoln,-96.7072,40.8143,Thai,2075.0,No,No,No,2,4.5,Dark Green,Excellent,799,"129 N 10th St, Lincoln, NE 68508"
321,Stillwater on Belmore,14,Lorn,151.558475,-32.728097,Breakfast,1660.0,No,No,No,2,3.6,Yellow,Good,18,"27 Belmore Rd,, Lorn, NSW"
322,Mr.,14,Macedon,144.564174,-37.423189,Cafe,1660.0,No,No,No,2,3.5,Yellow,Good,31,"23 Victoria St, Macedon, VIC"
323,Emilio's Cuban Cafe,216,Macon,-83.594494,32.567741,Coffee and Tea,2075.0,No,No,No,2,3.9,Yellow,Good,146,"402 Ga. Highway 247, Bonaire, GA 31005"
324,Ingleside Village Pizza,216,Macon,-83.657061,32.853896,Pizza,830.0,No,No,No,1,4.9,Dark Green,Excellent,478,"2395 Ingleside Ave, Macon, GA 31204"
325,Jim Shaw's Seafood Grill & Bar,216,Macon,-83.6737,32.8496,Seafood,2075.0,No,No,No,2,4.6,Dark Green,Excellent,467,"3040 Vineville Ave, Macon, GA 31204"
326,Mandarin Chinese Restaurant,216,Macon,-83.6766,32.8899,Chinese,2075.0,No,No,No,2,4.5,Dark Green,Excellent,302,"3086 Riverside Dr, Macon, GA 31210"
327,Rookery,216,Macon,-83.6279,32.8361,Burger,2075.0,No,No,No,2,4.5,Dark Green,Excellent,289,"543 Cherry St, Macon, GA 31201"
329,Bonefish Grill,216,Macon,-83.713978,32.929278,American,3320.0,No,No,No,3,4.1,Green,Very Good,293,"5080 Riverside Dr, Macon, GA 31210"
331,Greek Corner Deli,216,Macon,-83.628703,32.83654,Desserts,830.0,No,No,No,1,4.3,Green,Very Good,244,"587 Cherry St, Macon, GA 31201"
333,Papouli's Mediterranean Cafe & Market,216,Macon,-83.6873,32.901,Greek,830.0,No,No,No,1,4.2,Green,Very Good,223,"121 Tom Hill Sr Blvd, Macon, GA 31210"
334,Benson's Steak and Sushi,216,Macon,-83.662421,32.556873,American,2075.0,No,No,No,2,3.7,Yellow,Good,243,"1289 S Houston Lake Rd, Warner Robins, GA 31088"
335,My Fathers Place,216,Macon,-83.624,32.5786,Italian,2075.0,No,No,No,2,3.7,Yellow,Good,104,"2507 Moody Rd, Warner Robins, GA 31088"
336,Sushi Thai Restaurant,216,Macon,-83.6665,32.6184,Japanese,830.0,No,No,No,1,3.7,Yellow,Good,153,"2624 Watson Blvd Ste D, Warner Robins, GA 31093"
337,The Mellow Mushroom,216,Macon,-83.691044,32.552684,Pizza,2075.0,No,No,No,2,3.8,Yellow,Good,323,"710 Lake Joy Road, Warner Robins, GA 31088"
338,El Jalisciense Mexican Restaurant,216,Macon,-83.64935,32.594666,Mexican,830.0,No,No,No,1,4.1,Green,Very Good,181,"1224 Russell Pkwy, Warner Robins, GA 31088"
339,Greek Village,216,Macon,-83.636618,32.6176839,American,2075.0,No,No,No,2,4.0,Green,Very Good,316,"1801 Watson Blvd, Warner Robins, GA 31093"
340,Martin's BBQ,216,Macon,-83.600201,32.619321,BBQ,2075.0,No,No,No,2,4.2,Green,Very Good,288,"102 S Armed Forces Boulevard, Warner Robins, GA 31088"
341,Thai Pepper,216,Macon,-83.665557,32.593264,Japanese,830.0,No,No,No,1,4.0,Green,Very Good,232,"1806 Russell Parkway, Warner Robins, GA 31088"
342,Zen Japanese Steakhouse and Sushi Bar,216,Macon,-83.7184,32.6147,Japanese,3320.0,No,No,No,3,4.1,Green,Very Good,314,"4086 Watson Blvd, Warner Robins, GA 31093"
343,Star Buffet,14,Mayfield,151.7343832,-32.899178,Asian,1660.0,No,No,No,2,2.9,Orange,Average,11,"58 Hanbury St, Mayfield, NSW"
344,Triangle Restaurant,216,Mc Millan,-85.7363,46.3718,Breakfast,830.0,No,No,No,1,2.4,Red,Poor,17,"21053 State Hwy M28, Mc Millan, MI 49853"
345,Three Anchors,14,Middleton Beach,117.917166,-35.025861,Bar Food,2490.0,No,No,No,3,3.8,Yellow,Good,176,"2 Flinders Pde, Middleton Beach, WA"
347,Vince's Restaurant & Pizzeria,216,Monroe,-89.653487,42.606306,Italian,2075.0,No,No,No,2,3.6,Yellow,Good,65,"619 4th Ave, Monroe, WI 53566"
348,Poets Cafe,14,Montville,152.893735,-26.690462,Coffee and Tea,2490.0,No,No,No,3,2.4,Red,Poor,193,"167 Main St, Montville, QLD"
349,The Artesian Restaurant,216,Ojo Caliente,-106.057666,36.313638,American,3320.0,No,No,No,3,3.6,Yellow,Good,30,"Ojo Caliente Mineral Springs Resort And Spa 50 Los Banos Rd, Ojo Caliente, NM 87549"
350,Cev�_che Tapas Bar & Restaurant,216,Orlando,-81.381077,28.540432,Spanish,3320.0,No,No,No,3,4.4,Green,Very Good,981,"125 West Church Street, Orlando, FL 32801"
352,Earl of Sandwich,216,Orlando,-81.514608,28.372858,American,2905.0,No,No,No,3,4.7,Dark Green,Excellent,1341,"1750 E Buena Vista Drive, Lake Buena Vista, FL 32830"
